year,id,age,educ,sex,gunlaw,grass,realinc
1986,225,33,12,2,NA,2,33125
1986,238,63,20,1,NA,2,102084
1986,245,52,12,2,NA,2,45866
1986,246,51,12,1,NA,2,11466
1986,247,26,11,1,NA,2,19111
1986,258,50,16,1,NA,2,45866
1986,262,31,16,1,NA,1,102084
1986,263,31,12,2,NA,1,33125
1986,272,70,12,2,NA,2,4587
1986,275,33,9,1,NA,2,16563
1986,277,53,7,1,NA,2,45866
1986,279,71,6,2,NA,1,4587
1986,281,65,12,1,NA,2,16563
1986,290,89,7,2,NA,2,4587
1986,292,73,10,2,NA,2,4587
1986,308,38,20,1,NA,2,NA
1986,321,62,13,2,NA,2,56058
1986,327,81,9,2,NA,2,5606
1986,338,34,14,2,NA,2,6625
1986,340,NA,NA,1,NA,2,NA
1986,342,45,12,1,NA,2,16563
1986,343,22,12,2,NA,1,11466
1986,347,82,7,2,NA,2,7644
1986,358,25,17,1,NA,2,3567
1986,362,23,12,1,NA,1,NA
1986,383,31,16,1,NA,2,38222
1986,395,32,12,1,NA,2,28029
1986,400,66,10,1,NA,1,45866
1986,402,45,9,2,NA,2,16563
1986,412,51,12,2,NA,2,16563
1986,415,29,12,1,NA,1,19111
1986,417,71,8,2,NA,2,3567
1986,420,30,12,2,NA,1,24207
1986,422,57,12,2,NA,2,24207
1986,431,39,14,2,NA,2,19111
1986,432,56,16,2,NA,2,14015
1986,437,49,4,1,NA,2,38222
1986,446,58,7,1,NA,2,6625
1986,449,54,10,2,NA,2,14015
1986,450,33,16,2,NA,2,45866
1986,468,38,12,2,NA,2,33125
1986,469,46,13,2,NA,1,56058
1986,470,31,12,1,NA,2,38222
1986,471,70,14,1,NA,2,28029
1986,472,61,15,1,NA,1,33125
1986,473,24,12,1,NA,2,33125
1986,476,55,12,1,NA,2,102084
1986,482,40,16,1,NA,2,102084
1986,485,32,16,1,NA,1,45866
1986,486,35,16,2,NA,2,56058
1986,490,29,12,2,NA,2,38222
1986,504,23,13,2,NA,2,16563
1986,506,30,12,1,NA,2,33125
1986,507,45,12,1,NA,2,33125
1986,513,56,11,2,NA,2,2038
1986,517,28,12,2,NA,2,33125
1986,522,36,16,2,NA,2,33125
1986,523,65,12,2,NA,2,38222
1986,524,60,12,2,NA,2,14015
1986,525,60,12,1,NA,2,33125
1986,528,83,6,2,NA,2,NA
1986,547,80,12,2,NA,2,4587
1986,548,24,11,1,NA,1,9173
1986,554,51,12,2,NA,2,45866
1986,557,79,12,1,NA,2,38222
1986,563,66,12,1,NA,2,4587
1986,565,34,12,2,NA,2,6625
1986,566,32,12,1,NA,2,28029
1986,569,37,12,2,NA,2,38222
1986,598,29,14,1,NA,2,33125
1986,599,83,8,1,NA,2,NA
1986,600,81,9,2,NA,2,6625
1986,606,24,13,1,NA,2,33125
1986,616,63,12,2,NA,2,11466
1986,623,21,11,1,NA,1,510
1986,625,28,12,2,NA,2,33125
1986,629,40,12,2,NA,2,NA
1986,640,42,13,2,NA,2,28029
1986,642,60,10,1,NA,2,21659
1986,645,66,14,2,NA,2,14015
1986,646,30,19,2,NA,2,14015
1986,658,29,16,1,NA,1,45866
1986,660,49,16,1,NA,2,102084
1986,663,24,16,2,NA,1,56058
1986,665,77,11,2,NA,2,9173
1986,670,56,9,2,NA,2,NA
1986,673,39,16,2,NA,2,NA
1986,674,68,14,2,NA,1,11466
1986,675,42,14,2,NA,2,102084
1986,678,70,12,1,NA,2,11466
1986,686,34,16,1,NA,1,19111
1986,690,73,8,2,NA,2,9173
1986,694,52,15,2,NA,2,14015
1986,695,22,16,2,NA,2,38222
1986,704,54,13,2,NA,2,28029
1986,708,65,12,2,NA,2,11466
1986,717,23,12,1,NA,2,14015
1986,720,53,12,2,NA,2,16563
1986,736,62,12,2,NA,2,9173
1986,746,49,16,2,NA,2,33125
1986,748,81,9,2,NA,2,4587
1986,753,21,12,2,NA,2,14015
1986,761,72,16,2,NA,2,11466
1986,763,77,5,2,NA,2,9173
1986,765,46,11,2,NA,2,19111
1986,767,39,17,2,NA,2,28029
1986,774,68,11,2,NA,2,14015
1986,784,19,11,2,NA,2,NA
1986,794,38,11,2,NA,1,5606
1986,799,65,5,2,NA,2,9173
1986,802,33,12,2,NA,2,28029
1986,804,78,8,2,NA,2,7644
1986,810,65,16,1,NA,2,56058
1986,813,39,11,2,NA,2,28029
1986,814,49,12,2,NA,2,56058
1986,815,65,12,2,NA,2,45866
1986,818,70,10,2,NA,2,14015
1986,822,59,8,2,NA,2,11466
1986,825,74,9,2,NA,2,5606
1986,836,49,13,2,NA,2,33125
1986,839,26,15,1,NA,2,19111
1986,854,55,11,2,NA,2,NA
1986,856,89,13,2,NA,2,9173
1986,862,46,19,1,NA,2,102084
1986,866,31,12,1,NA,1,14015
1986,870,23,15,1,NA,2,7644
1986,878,39,16,2,NA,2,45866
1986,880,39,14,2,NA,1,16563
1986,883,73,11,2,NA,2,6625
1986,886,52,14,2,NA,2,38222
1986,894,25,16,2,NA,2,14015
1986,906,62,12,2,NA,2,24207
1986,907,27,14,2,NA,2,28029
1986,911,34,13,2,NA,2,16563
1986,912,64,10,2,NA,2,2038
1986,915,22,9,2,NA,NA,11466
1986,918,44,12,1,NA,2,102084
1986,922,41,12,2,NA,2,45866
1986,928,23,12,1,NA,1,16563
1986,929,29,12,1,NA,2,19111
1986,934,78,13,1,NA,2,24207
1986,939,31,20,2,NA,2,33125
1986,942,75,16,1,NA,2,14015
1986,944,38,13,1,NA,NA,102084
1986,946,39,17,2,NA,1,28029
1986,947,38,19,2,NA,1,102084
1986,951,20,11,1,NA,2,11466
1986,953,31,16,2,NA,NA,24207
1986,958,78,12,2,NA,2,14015
1986,961,62,16,1,NA,2,24207
1986,972,40,17,2,NA,2,45866
1986,974,44,12,1,NA,2,102084
1986,978,39,20,1,NA,1,45866
1986,985,43,12,1,NA,1,56058
1986,990,52,12,1,NA,2,21659
1986,1006,46,13,1,NA,2,33125
1986,1014,60,17,1,NA,2,6625
1986,1020,19,10,1,NA,2,NA
1986,1024,43,12,2,NA,2,28029
1986,1027,35,12,1,NA,1,38222
1986,1029,52,12,2,NA,2,38222
1986,1030,41,12,1,NA,2,102084
1986,1033,26,11,1,NA,1,33125
1986,1036,61,16,1,NA,2,102084
1986,1038,59,16,1,NA,2,56058
1986,1044,53,15,1,NA,2,21659
1986,1048,34,12,2,NA,2,38222
1986,1053,NA,12,2,NA,2,16563
1986,1064,42,13,2,NA,2,33125
1986,1073,36,14,2,NA,2,14015
1986,1083,27,16,1,NA,2,NA
1986,1092,73,11,2,NA,2,NA
1986,1097,25,10,1,NA,2,14015
1986,1101,51,12,2,NA,2,4587
1986,1116,46,12,2,NA,2,45866
1986,1117,53,12,2,NA,2,28029
1986,1121,51,12,2,NA,2,14015
1986,1122,59,12,2,NA,2,28029
1986,1126,33,12,2,NA,2,38222
1986,1131,66,10,1,NA,2,11466
1986,1132,28,12,2,NA,2,19111
1986,1138,35,7,1,NA,1,NA
1986,1142,57,8,2,NA,2,NA
1986,1152,59,8,2,NA,2,11466
1986,1153,19,10,2,NA,2,28029
1986,1167,37,15,2,NA,2,28029
1986,1184,74,12,2,NA,2,7644
1986,1190,32,14,1,NA,2,16563
1986,1191,34,18,2,NA,2,38222
1986,1193,62,11,2,NA,2,3567
1986,1198,22,12,1,NA,2,19111
1986,1201,89,8,2,NA,2,4587
1986,1202,69,12,2,NA,2,5606
1986,1205,43,12,1,NA,2,45866
1986,1209,63,12,2,NA,2,3567
1986,1211,60,12,2,NA,2,102084
1986,1223,78,16,2,NA,2,19111
1986,1226,60,8,2,NA,1,11466
1986,1228,28,12,1,NA,2,45866
1986,1232,21,13,2,NA,2,NA
1986,1242,40,12,2,NA,2,28029
1986,1243,70,12,1,NA,2,28029
1986,1245,36,12,1,NA,2,33125
1986,1252,38,12,2,NA,1,NA
1986,1265,61,4,1,NA,2,510
1986,1267,25,14,1,NA,2,19111
1986,1280,53,12,2,NA,1,6625
1986,1298,25,11,2,NA,2,5606
1986,1300,29,12,2,NA,NA,19111
1986,1302,35,14,2,NA,2,24207
1986,1305,47,10,1,NA,2,3567
1986,1317,30,18,2,NA,2,19111
1986,1321,20,12,2,NA,2,9173
1986,1323,24,16,1,NA,2,28029
1986,1326,25,13,1,NA,2,24207
1986,1330,81,5,1,NA,NA,4587
1986,1334,36,12,2,NA,2,33125
1986,1336,42,12,2,NA,2,7644
1986,1338,23,12,2,NA,2,3567
1986,1342,59,8,2,NA,2,21659
1986,1344,72,8,2,NA,2,4587
1986,1347,25,12,1,NA,1,45866
1986,1348,30,12,2,NA,2,24207
1986,1362,48,8,2,NA,2,28029
1986,1364,74,8,2,NA,2,3567
1986,1365,41,16,1,NA,2,11466
1986,1367,24,12,1,NA,2,38222
1986,1375,54,10,1,NA,2,21659
1986,1376,56,8,2,NA,2,5606
1986,1383,52,10,1,NA,2,510
1986,1388,20,13,1,NA,1,2038
1986,1393,42,16,2,NA,NA,11466
1986,1394,32,10,2,NA,1,3567
1986,1395,34,11,2,NA,2,14015
1986,1397,33,11,2,NA,2,21659
1986,1399,55,12,2,NA,2,11466
1986,1401,67,5,2,NA,2,4587
1986,1406,77,0,2,NA,2,4587
1986,1408,67,3,1,NA,2,6625
1986,1412,34,12,1,NA,2,14015
1986,1420,31,12,2,NA,2,33125
1986,1421,68,12,1,NA,2,38222
1986,1438,37,13,2,NA,2,45866
1986,1448,30,11,2,NA,2,14015
1986,1450,30,10,2,NA,1,4587
1986,1454,60,10,1,NA,1,24207
1986,1460,42,14,2,NA,2,24207
1986,1468,47,11,1,NA,2,2038
1987,4,66,18,2,1,1,90278
1987,14,45,8,1,1,2,45000
1987,15,24,15,1,1,2,21250
1987,20,25,15,2,1,2,27500
1987,21,20,13,1,2,2,13750
1987,25,67,13,2,1,1,45000
1987,29,35,11,1,2,2,45000
1987,30,27,17,1,NA,2,27500
1987,38,51,11,2,1,2,45000
1987,44,62,12,2,1,1,NA
1987,45,35,17,1,1,2,55000
1987,49,43,12,1,2,NA,37500
1987,55,34,14,1,1,1,27500
1987,59,45,12,2,1,2,45000
1987,61,37,15,2,2,1,NA
1987,74,20,12,2,1,NA,11250
1987,79,58,12,1,NA,2,3500
1987,80,64,16,1,1,2,55000
1987,89,41,12,2,1,2,16250
1987,94,51,12,1,1,2,13750
1987,96,48,12,1,1,2,27500
1987,101,27,12,1,1,1,27500
1987,103,52,11,2,1,2,500
1987,111,28,15,2,1,2,7500
1987,118,48,16,2,1,2,21250
1987,119,42,14,1,2,2,90278
1987,122,44,12,1,1,2,90278
1987,130,86,8,1,1,2,4500
1987,134,29,12,2,1,2,18750
1987,135,48,8,1,2,2,90278
1987,138,40,16,1,1,2,90278
1987,142,31,11,1,2,2,32500
1987,153,28,16,2,1,1,27500
1987,155,55,10,1,2,2,27500
1987,159,64,12,1,1,2,27500
1987,162,38,14,2,1,2,NA
1987,164,47,12,2,1,2,90278
1987,165,81,8,2,1,2,NA
1987,170,40,14,2,2,2,55000
1987,178,77,11,2,1,2,21250
1987,181,30,20,1,1,2,23750
1987,185,39,12,2,1,1,90278
1987,186,34,17,1,1,1,18750
1987,204,23,16,2,1,2,16250
1987,206,30,16,2,2,2,27500
1987,214,25,5,1,1,2,13750
1987,215,29,15,1,1,1,11250
1987,217,75,8,2,1,2,4500
1987,221,22,12,2,1,2,27500
1987,222,27,12,1,2,1,16250
1987,232,88,8,2,NA,2,9000
1987,235,38,16,2,1,2,37500
1987,244,43,14,1,2,2,NA
1987,245,46,12,1,1,2,37500
1987,249,24,17,2,1,1,3500
1987,256,43,16,1,1,2,NA
1987,257,46,20,1,1,1,90278
1987,260,65,14,1,2,1,37500
1987,267,66,12,2,1,NA,27500
1987,268,32,14,2,1,NA,NA
1987,275,35,13,1,2,2,13750
1987,276,78,8,2,1,2,9000
1987,278,35,17,1,1,2,37500
1987,280,54,16,1,1,1,90278
1987,284,23,11,2,1,2,4500
1987,288,36,12,2,1,2,NA
1987,292,65,12,2,1,2,NA
1987,299,53,19,1,1,2,90278
1987,302,32,16,1,1,1,16250
1987,307,30,13,1,1,1,45000
1987,308,34,14,1,2,2,23750
1987,316,35,9,1,1,2,37500
1987,329,23,6,1,1,2,9000
1987,333,34,12,1,1,2,45000
1987,334,61,12,2,1,2,23750
1987,339,45,20,1,1,1,23750
1987,344,46,12,2,1,2,90278
1987,347,33,16,1,1,2,55000
1987,350,26,18,1,1,2,18750
1987,352,36,14,1,2,2,23750
1987,353,29,12,1,1,1,6500
1987,358,28,13,2,2,1,90278
1987,361,49,12,1,2,2,90278
1987,365,30,16,2,1,2,11250
1987,366,45,19,2,1,2,NA
1987,371,24,12,2,1,2,11250
1987,374,42,12,2,1,2,11250
1987,375,71,9,2,1,2,9000
1987,380,25,14,1,1,2,37500
1987,387,44,16,2,1,2,90278
1987,388,36,14,2,1,1,37500
1987,390,32,14,2,2,2,9000
1987,399,43,12,2,1,2,45000
1987,406,34,13,1,1,2,32500
1987,412,41,17,2,1,2,90278
1987,413,58,16,2,1,2,55000
1987,414,44,14,2,1,2,55000
1987,421,48,13,2,1,2,55000
1987,423,34,18,1,1,2,90278
1987,427,55,12,1,1,2,90278
1987,430,26,12,1,1,2,NA
1987,438,56,13,2,1,2,23750
1987,442,37,20,1,1,1,23750
1987,452,70,19,1,1,2,90278
1987,454,29,11,1,1,2,NA
1987,456,20,12,2,1,NA,11250
1987,457,38,16,1,1,1,37500
1987,461,40,12,2,1,2,55000
1987,471,64,10,1,1,2,13750
1987,473,80,13,1,1,NA,16250
1987,474,29,13,1,2,NA,27500
1987,482,54,18,1,NA,NA,23750
1987,488,33,15,1,1,2,37500
1987,491,30,12,1,1,2,18750
1987,495,44,13,1,2,2,55000
1987,496,28,12,2,1,2,37500
1987,518,69,10,2,1,2,6500
1987,522,58,13,1,1,2,32500
1987,528,79,19,1,1,2,90278
1987,531,26,12,2,1,2,32500
1987,547,22,12,1,2,1,18750
1987,551,54,14,2,1,1,13750
1987,553,72,12,2,1,2,13750
1987,560,58,16,2,1,2,32500
1987,563,54,12,2,1,2,23750
1987,568,31,12,1,2,2,18750
1987,570,63,10,2,1,2,7500
1987,573,36,9,2,2,1,4500
1987,578,25,12,2,1,1,18750
1987,584,31,14,1,1,2,45000
1987,586,57,17,2,1,2,37500
1987,602,52,15,2,1,2,13750
1987,606,38,12,1,1,2,37500
1987,609,48,12,1,2,2,32500
1987,611,67,10,2,2,2,23750
1987,615,31,12,2,1,2,13750
1987,617,70,13,2,2,2,7500
1987,625,78,8,2,1,2,NA
1987,631,82,10,2,1,2,3500
1987,641,25,15,2,1,NA,4500
1987,656,29,16,1,1,2,27500
1987,659,27,16,2,1,2,37500
1987,662,27,12,2,2,2,NA
1987,667,27,12,2,1,2,37500
1987,670,39,9,2,1,2,500
1987,671,41,12,1,2,1,27500
1987,679,30,20,2,1,1,90278
1987,693,28,12,1,1,2,45000
1987,698,50,18,2,1,2,45000
1987,701,45,13,2,1,2,55000
1987,706,26,18,1,1,2,90278
1987,709,65,16,1,1,2,45000
1987,710,NA,NA,2,1,2,NA
1987,713,74,16,2,1,2,16250
1987,714,36,12,1,1,2,21250
1987,718,34,8,2,1,2,45000
1987,720,67,3,1,1,2,11250
1987,722,20,12,2,1,2,13750
1987,727,61,10,2,1,2,NA
1987,729,39,12,2,1,2,21250
1987,738,70,6,1,2,2,6500
1987,744,29,12,2,2,2,37500
1987,746,45,15,1,1,2,90278
1987,749,25,14,2,1,2,18750
1987,758,35,16,2,2,2,55000
1987,759,31,16,2,1,2,55000
1987,760,63,12,1,1,2,27500
1987,774,63,12,2,2,2,NA
1987,780,34,8,1,1,2,13750
1987,785,74,12,1,2,1,37500
1987,786,66,11,2,1,2,9000
1987,787,45,8,1,1,2,6500
1987,812,NA,12,1,2,2,NA
1987,820,27,12,1,2,1,11250
1987,831,78,10,1,1,2,4500
1987,834,51,16,1,2,2,55000
1987,835,41,14,2,1,2,45000
1987,842,27,10,2,1,1,11250
1987,854,48,14,2,2,2,37500
1987,860,41,18,2,1,1,37500
1987,866,22,14,1,1,1,2000
1987,871,21,14,1,1,2,21250
1987,872,66,13,2,1,2,13750
1987,875,61,12,2,1,2,32500
1987,877,47,12,2,2,2,45000
1987,878,68,12,2,1,2,3500
1987,879,80,8,1,1,2,11250
1987,885,42,9,2,2,2,13750
1987,891,79,7,2,1,2,11250
1987,896,44,12,1,2,2,21250
1987,904,39,19,2,1,1,37500
1987,907,28,12,2,1,NA,45000
1987,917,37,19,2,2,1,32500
1987,919,37,16,1,1,1,32500
1987,922,75,12,1,2,2,90278
1987,928,19,11,2,1,2,16250
1987,929,64,10,2,1,2,13750
1987,931,73,12,2,1,2,13750
1987,933,30,16,2,1,NA,18750
1987,937,19,12,1,1,2,55000
1987,943,67,16,2,1,2,27500
1987,945,29,12,2,1,1,NA
1987,946,35,17,2,1,2,55000
1987,949,28,14,2,1,2,55000
1987,952,33,12,1,1,2,45000
1987,955,40,16,1,1,2,90278
1987,958,57,14,2,1,2,90278
1987,974,38,14,1,1,1,37500
1987,977,42,12,2,1,NA,37500
1987,978,48,12,1,NA,2,6500
1987,984,71,14,2,1,2,6500
1987,992,71,9,1,2,2,21250
1987,1003,48,12,1,2,2,55000
1987,1004,34,18,2,1,NA,32500
1987,1010,38,12,1,2,2,21250
1987,1011,33,12,2,2,2,32500
1987,1020,21,15,1,1,2,5500
1987,1026,45,14,2,1,2,55000
1987,1028,31,17,1,2,2,90278
1987,1030,27,13,2,1,1,13750
1987,1033,39,12,2,1,2,90278
1987,1038,38,19,2,2,1,45000
1987,1041,37,14,1,2,1,5500
1987,1057,19,12,2,2,2,27500
1987,1062,79,10,2,1,2,16250
1987,1065,38,16,2,1,2,55000
1987,1066,29,12,2,1,2,6500
1987,1071,54,12,2,1,2,21250
1987,1076,76,12,1,2,2,9000
1987,1080,45,12,2,2,2,27500
1987,1089,73,12,2,1,2,500
1987,1093,35,12,2,1,2,23750
1987,1100,66,9,2,1,2,21250
1987,1101,28,16,2,1,2,45000
1987,1102,62,12,2,1,2,45000
1987,1111,65,12,1,1,2,90278
1987,1114,35,16,2,1,2,32500
1987,1122,50,15,1,1,2,16250
1987,1123,48,8,2,2,1,NA
1987,1126,53,12,2,2,2,27500
1987,1144,36,16,1,1,2,32500
1987,1145,43,13,2,1,2,18750
1987,1146,59,13,2,1,2,32500
1987,1155,55,12,1,1,2,27500
1987,1156,82,8,1,2,2,11250
1987,1170,35,13,1,1,2,45000
1987,1174,29,12,2,NA,2,21250
1987,1182,23,8,1,1,1,3500
1987,1183,63,NA,2,NA,NA,NA
1987,1203,31,18,2,2,2,18750
1987,1211,65,8,2,1,2,13750
1987,1229,61,10,2,1,2,7500
1987,1230,73,15,2,2,2,21250
1987,1245,57,14,1,2,2,45000
1987,1246,40,6,1,1,2,21250
1987,1257,35,13,2,2,1,16250
1987,1260,40,14,1,1,2,32500
1987,1265,21,14,2,1,1,11250
1987,1273,49,5,1,2,2,21250
1987,1274,40,14,1,2,2,90278
1987,1278,74,12,2,2,2,NA
1987,1279,64,11,2,2,NA,23750
1987,1282,24,14,2,1,2,11250
1987,1283,75,12,2,2,2,7500
1987,1291,39,11,1,1,2,3500
1987,1296,21,13,2,1,2,6500
1987,1308,85,7,2,1,2,NA
1987,1312,37,12,1,2,2,37500
1987,1319,38,12,2,2,2,13750
1987,1325,63,12,2,1,2,6500
1987,1329,37,12,2,1,2,32500
1987,1341,76,3,1,1,1,11250
1987,1342,53,11,1,2,2,13750
1987,1350,48,11,2,1,2,11250
1987,1354,52,12,2,1,2,37500
1987,1357,46,14,2,NA,1,45000
1987,1361,62,6,1,1,2,3500
1987,1370,80,5,2,1,2,NA
1987,1376,21,14,1,2,2,6500
1987,1383,52,7,1,2,2,21250
1987,1387,22,15,2,1,2,18750
1987,1405,71,7,2,1,2,9000
1987,1410,43,7,1,2,2,7500
1987,1423,39,12,2,1,2,32500
1987,1427,40,16,1,2,2,21250
1987,1428,36,17,2,2,2,27500
1987,1435,46,12,2,1,2,27500
1987,1446,30,14,2,2,2,55000
1987,1449,29,12,1,2,1,37500
1987,1450,41,12,2,2,2,45000
1987,1453,35,12,2,1,2,27500
1987,1454,41,17,1,2,2,45000
1987,1457,68,12,1,2,2,27500
1987,1459,72,12,2,1,2,NA
1987,2005,67,7,2,1,2,9000
1987,2014,78,3,2,2,2,4500
1987,2017,22,16,2,1,1,NA
1987,2026,25,14,1,1,2,18750
1987,2029,41,12,2,1,2,18750
1987,2030,30,12,2,1,2,45000
1987,2035,28,13,2,2,2,13750
1987,2067,60,13,2,1,2,23750
1987,2068,63,14,1,1,1,11250
1987,2069,74,8,1,1,2,13750
1987,2080,42,10,1,2,2,9000
1987,2088,21,12,2,2,2,4500
1987,2089,25,12,2,1,2,16250
1987,2095,34,14,1,1,1,3500
1987,2107,37,12,2,1,2,21250
1987,2114,39,18,2,1,2,55000
1987,2117,27,12,1,2,1,21250
1987,2129,61,9,2,2,2,7500
1987,2132,43,16,1,1,1,55000
1987,2133,28,16,1,1,2,90278
1987,2136,22,12,2,2,2,NA
1987,2137,33,10,2,1,2,16250
1987,2151,21,13,1,1,2,4500
1987,2152,60,12,2,1,2,13750
1987,2156,39,16,2,1,2,32500
1987,2157,38,9,2,1,1,32500
1987,2164,37,12,2,1,2,13750
1987,2166,60,14,1,1,2,NA
1987,2172,31,16,2,1,2,27500
1987,2181,43,13,2,1,2,23750
1987,2185,20,12,1,1,2,16250
1987,2187,25,13,1,1,1,32500
1987,2193,55,12,1,1,2,55000
1987,2195,NA,0,1,1,2,NA
1987,2203,39,15,1,1,2,3500
1987,2219,66,10,1,2,2,NA
1987,2235,30,14,2,1,2,NA
1987,2239,NA,14,2,1,2,NA
1987,2243,45,13,1,1,2,11250
1987,2244,32,12,1,1,1,27500
1987,2247,65,7,2,1,2,16250
1987,2249,36,8,2,NA,2,18750
1987,2250,76,16,2,1,2,27500
1987,2253,NA,16,2,1,2,NA
1987,2257,49,12,2,NA,2,11250
1987,2263,41,12,2,1,2,4500
1987,2266,36,11,2,1,1,23750
1987,2268,54,12,1,2,NA,NA
1987,2271,50,3,1,1,2,9000
1987,2272,42,16,1,1,2,37500
1987,2273,73,12,2,1,2,NA
1987,2280,45,17,2,1,1,11250
1987,2284,23,15,2,1,2,4500
1987,2289,19,12,2,1,2,2000
1987,2292,34,14,2,1,2,11250
1987,2297,29,13,2,1,2,2000
1987,2298,26,12,2,1,1,11250
1987,2304,23,15,2,1,1,2000
1987,2306,71,8,2,2,2,5500
1987,2312,55,8,2,1,2,2000
1987,2313,40,6,2,1,2,4500
1987,2314,61,9,2,1,2,27500
1987,2317,30,12,1,1,2,32500
1987,2318,48,16,2,1,2,21250
1987,2319,42,12,2,1,2,9000
1987,2331,40,12,2,1,NA,13750
1987,2332,39,14,2,1,2,5500
1987,2333,26,14,1,1,1,9000
1987,2338,65,4,2,2,1,3500
1987,2348,20,12,1,2,2,NA
1988,17,30,16,2,1,NA,22919
1988,21,24,12,2,1,2,22919
1988,26,78,12,2,1,NA,NA
1988,35,38,16,1,1,2,22919
1988,42,34,16,2,NA,2,43426
1988,45,43,5,1,1,NA,43426
1988,46,37,12,2,NA,2,53077
1988,47,37,16,1,NA,1,43426
1988,58,21,13,1,NA,NA,NA
1988,66,53,10,1,1,NA,36189
1988,70,29,12,2,2,NA,43426
1988,71,77,12,2,1,2,7238
1988,77,30,11,1,NA,1,22919
1988,79,68,12,2,NA,2,18094
1988,81,35,15,2,NA,1,53077
1988,90,81,12,2,1,2,22919
1988,93,58,15,2,1,2,43426
1988,101,28,14,1,1,1,26538
1988,106,28,16,1,NA,1,10857
1988,109,33,14,2,1,NA,13269
1988,121,36,13,2,1,2,20507
1988,127,36,18,2,1,NA,43426
1988,129,35,16,2,1,NA,36189
1988,130,56,14,1,NA,2,91587
1988,136,47,11,2,1,NA,26538
1988,146,78,8,2,1,NA,NA
1988,155,30,12,2,1,2,15682
1988,161,52,9,2,1,NA,31364
1988,162,26,15,1,NA,2,91587
1988,168,20,12,1,1,NA,36189
1988,177,41,13,1,1,NA,18094
1988,178,44,16,2,1,1,91587
1988,188,25,17,1,NA,1,26538
1988,189,38,13,2,2,NA,31364
1988,190,25,14,1,NA,2,13269
1988,195,26,13,2,1,1,NA
1988,198,23,6,2,1,NA,15682
1988,201,67,2,2,NA,2,5308
1988,202,69,16,2,1,2,91587
1988,208,32,12,1,1,NA,43426
1988,211,24,12,1,NA,2,13269
1988,212,31,15,1,NA,2,26538
1988,216,35,19,1,1,NA,53077
1988,218,32,20,2,1,NA,10857
1988,219,35,16,1,1,NA,31364
1988,221,35,14,2,NA,2,15682
1988,223,42,20,1,1,NA,43426
1988,224,35,16,1,1,NA,NA
1988,229,60,16,1,NA,2,NA
1988,245,26,14,1,NA,2,26538
1988,261,29,16,2,NA,1,91587
1988,266,19,11,1,NA,1,91587
1988,271,NA,15,2,NA,NA,NA
1988,276,47,12,1,1,NA,36189
1988,281,76,6,2,1,2,7238
1988,285,89,16,2,1,NA,3378
1988,286,56,18,2,1,1,91587
1988,301,32,14,1,1,2,43426
1988,302,33,10,2,NA,2,10857
1988,306,70,13,2,NA,2,NA
1988,307,77,12,2,1,NA,7238
1988,308,64,12,2,NA,2,31364
1988,320,52,18,2,1,2,43426
1988,323,32,18,2,1,NA,43426
1988,335,25,12,1,1,2,8685
1988,339,44,16,1,NA,2,53077
1988,347,66,14,2,1,NA,31364
1988,348,45,12,2,1,2,43426
1988,350,54,12,2,1,NA,13269
1988,354,25,14,1,2,2,18094
1988,365,54,12,2,NA,2,8685
1988,366,24,13,2,1,NA,3378
1988,368,55,18,2,1,2,31364
1988,369,53,9,1,NA,2,483
1988,374,28,9,1,1,NA,20507
1988,377,67,11,2,NA,1,26538
1988,391,45,12,2,1,2,36189
1988,392,39,13,1,NA,1,NA
1988,393,63,18,1,1,NA,36189
1988,394,39,18,2,1,NA,26538
1988,400,37,18,1,NA,NA,NA
1988,402,53,12,2,NA,2,15682
1988,406,33,12,2,NA,1,3378
1988,411,47,18,2,2,2,36189
1988,413,33,18,2,1,2,91587
1988,424,40,12,1,NA,2,53077
1988,425,46,18,2,1,1,91587
1988,428,74,12,2,NA,2,26538
1988,429,48,11,2,1,2,36189
1988,430,62,16,1,1,2,22919
1988,433,26,12,2,2,2,31364
1988,437,23,11,2,1,NA,483
1988,438,22,12,2,1,NA,3378
1988,443,31,12,2,NA,2,15682
1988,447,28,12,2,NA,2,26538
1988,454,73,10,2,1,1,22919
1988,456,78,4,2,1,NA,6273
1988,464,60,16,1,2,NA,31364
1988,470,35,12,2,NA,1,53077
1988,472,22,14,2,1,2,15682
1988,474,61,12,2,2,2,53077
1988,478,44,12,1,1,NA,36189
1988,486,40,19,1,NA,2,31364
1988,488,27,15,1,1,NA,6273
1988,489,19,12,2,1,NA,NA
1988,491,28,9,2,2,NA,1930
1988,499,42,12,2,1,2,43426
1988,506,23,12,2,NA,2,NA
1988,510,54,12,2,NA,2,36189
1988,521,77,13,2,1,NA,5308
1988,526,33,18,1,1,NA,36189
1988,529,27,13,2,2,NA,53077
1988,534,21,12,2,1,2,7238
1988,537,23,12,1,2,NA,22919
1988,538,34,14,2,NA,2,26538
1988,540,19,12,1,1,1,20507
1988,550,25,14,1,NA,2,26538
1988,553,31,12,1,1,2,20507
1988,556,69,17,2,NA,2,91587
1988,559,45,12,2,2,NA,43426
1988,563,70,12,2,1,2,26538
1988,564,57,12,2,1,NA,53077
1988,568,37,12,1,1,2,53077
1988,572,28,16,2,NA,2,22919
1988,587,22,12,2,1,1,8685
1988,593,31,12,1,NA,2,26538
1988,594,71,12,2,1,2,15682
1988,596,44,16,2,NA,2,31364
1988,598,83,8,1,2,1,13269
