year,id,age,educ,sex,gunlaw,grass,realinc
1998,2567,33,12,1,NA,2,31005
1998,2590,22,14,2,1,NA,3789
1998,2591,31,12,2,1,2,9473
1998,2596,42,14,2,1,NA,16363
1998,2601,25,13,1,NA,2,14641
1998,2602,36,16,1,2,2,37895
1998,2609,37,13,2,1,NA,18947
1998,2610,28,12,1,NA,1,18947
1998,2616,46,12,1,NA,2,12918
1998,2622,76,12,2,1,2,12918
1998,2626,86,15,2,1,NA,46507
1998,2627,33,13,2,2,1,NA
1998,2643,46,14,1,2,2,37895
1998,2658,46,19,2,1,NA,46507
1998,2663,79,12,2,NA,2,12918
1998,2667,50,14,1,1,NA,25837
1998,2669,34,16,2,1,2,46507
1998,2675,42,12,2,1,NA,22392
1998,2679,25,12,1,NA,2,16363
1998,2681,73,10,2,2,2,22392
1998,2684,60,12,1,NA,2,22392
1998,2692,76,6,2,1,2,9473
1998,2695,81,4,2,NA,2,3789
1998,2701,43,12,2,1,2,37895
1998,2705,72,10,2,NA,NA,NA
1998,2716,51,10,2,NA,2,12918
1998,2720,51,15,1,2,1,1378
1998,2721,26,8,2,1,NA,NA
1998,2722,32,12,2,1,1,31005
1998,2724,26,12,1,1,NA,14641
1998,2732,44,12,2,NA,2,68900
1998,2737,23,16,2,1,NA,68900
1998,2741,83,12,2,1,NA,NA
1998,2745,35,15,2,1,2,37895
1998,2746,48,13,2,1,NA,16363
1998,2752,73,12,1,NA,2,NA
1998,2757,73,7,1,NA,NA,3789
1998,2764,38,12,2,1,2,25837
1998,2772,74,16,1,2,NA,14641
1998,2781,34,8,2,1,NA,14641
1998,2782,67,12,1,1,2,18947
1998,2788,28,12,1,2,2,22392
1998,2793,70,10,1,1,NA,NA
1998,2795,41,18,2,1,NA,68900
1998,2812,32,13,2,NA,2,37895
1998,2817,68,12,2,NA,2,22392
1998,2822,49,12,1,NA,1,16363
1998,2823,37,14,1,NA,2,37895
1998,2827,59,9,2,1,NA,NA
2000,2,48,15,2,1,2,5985
2000,4,39,14,2,NA,1,29925
2000,9,44,18,1,NA,1,141038
2000,14,51,17,1,2,2,66500
2000,17,77,15,1,1,2,9143
2000,28,88,13,2,NA,2,NA
2000,31,89,12,2,NA,NA,24937
2000,33,55,12,2,1,NA,29925
2000,53,59,16,1,1,1,66500
2000,54,46,13,2,NA,2,141038
2000,60,21,15,2,1,2,NA
2000,62,31,20,2,1,2,44887
2000,68,33,7,2,1,NA,29925
2000,77,76,9,2,1,2,NA
2000,88,53,16,2,1,NA,29925
2000,92,45,14,1,NA,1,54862
2000,103,48,16,2,1,NA,141038
2000,108,47,16,2,NA,1,44887
2000,115,48,9,2,NA,2,44887
2000,121,43,13,2,NA,2,333
2000,129,36,11,1,NA,1,333
2000,131,23,16,1,1,1,2327
2000,132,30,15,1,2,1,18287
2000,141,76,7,1,NA,2,333
2000,147,58,12,2,1,2,1330
2000,148,29,12,2,1,NA,5985
2000,150,44,12,2,NA,2,5985
2000,152,36,11,2,2,NA,NA
2000,160,48,16,2,NA,NA,141038
2000,162,43,12,2,1,2,24937
2000,165,49,16,1,NA,1,NA
2000,167,19,11,1,1,2,NA
2000,173,36,14,1,NA,2,36575
2000,181,45,16,2,1,NA,NA
2000,184,50,NA,1,NA,1,NA
2000,185,50,NA,1,1,NA,141038
2000,190,38,19,1,NA,1,141038
2000,196,56,16,1,1,NA,NA
2000,206,30,19,1,NA,2,141038
2000,214,30,19,2,NA,1,141038
2000,218,31,12,2,1,NA,141038
2000,219,32,13,1,NA,2,66500
2000,221,28,15,2,1,NA,29925
2000,223,36,13,1,1,1,36575
2000,225,38,12,2,1,2,21612
2000,237,36,9,1,NA,1,36575
2000,238,49,20,1,1,NA,54862
2000,251,36,14,2,NA,2,36575
2000,256,38,16,2,2,1,44887
2000,263,72,12,2,1,NA,9143
2000,276,60,11,2,1,NA,NA
2000,278,61,8,2,2,NA,5985
2000,279,59,11,2,1,NA,9143
2000,280,59,12,2,1,2,10806
2000,281,31,11,2,1,NA,333
2000,287,42,15,1,NA,1,NA
2000,292,31,13,1,1,NA,24937
2000,295,34,14,2,1,1,NA
2000,307,40,12,2,1,1,141038
2000,316,29,16,2,NA,2,54862
2000,323,37,16,1,1,2,44887
2000,326,26,16,2,NA,2,21612
2000,328,23,15,1,1,NA,66500
2000,331,53,12,2,NA,2,44887
2000,335,47,16,2,1,NA,44887
2000,338,18,11,1,1,1,36575
2000,341,30,12,1,2,2,36575
2000,349,28,12,2,1,2,24937
2000,351,37,12,2,NA,2,141038
2000,356,42,16,1,1,NA,54862
2000,365,36,16,2,1,NA,141038
2000,366,45,16,1,NA,2,141038
2000,368,58,14,1,2,NA,54862
2000,370,25,12,2,NA,1,18287
2000,373,26,16,1,1,NA,15793
2000,378,44,13,1,1,1,2327
2000,391,71,3,2,1,1,NA
2000,396,42,12,2,NA,2,NA
2000,400,26,16,2,NA,NA,5985
2000,403,45,14,1,1,1,9143
2000,405,56,11,1,1,1,333
2000,410,42,19,2,1,1,141038
2000,414,54,17,2,1,1,54862
2000,415,38,17,2,NA,1,141038
2000,417,53,16,2,1,NA,141038
2000,420,46,16,2,1,1,44887
2000,423,53,14,2,1,NA,21612
2000,435,52,13,2,1,NA,15793
2000,438,28,14,1,1,2,24937
2000,452,84,6,2,1,NA,NA
2000,454,41,12,2,2,NA,24937
2000,465,37,12,1,1,2,44887
2000,470,28,16,2,NA,1,44887
2000,471,35,12,1,NA,2,36575
2000,473,30,12,1,1,2,24937
2000,479,53,11,1,2,NA,36575
2000,482,25,15,2,2,NA,29925
2000,486,31,12,1,2,NA,21612
2000,498,60,13,1,1,1,44887
2000,500,44,12,2,1,2,18287
2000,507,43,13,2,1,2,36575
2000,509,57,18,2,1,1,141038
2000,514,30,9,2,1,NA,14131
2000,515,24,10,1,NA,2,29925
2000,518,38,14,2,NA,1,44887
2000,523,25,12,1,1,NA,NA
2000,528,78,5,1,1,NA,NA
2000,533,37,8,2,NA,2,NA
2000,535,36,11,2,NA,2,5985
2000,545,45,14,2,1,NA,NA
2000,546,64,19,2,1,2,NA
2000,551,21,13,2,NA,1,NA
2000,553,48,15,2,1,NA,7481
2000,558,32,10,2,1,NA,NA
2000,564,70,14,2,1,NA,NA
2000,566,44,14,2,NA,2,54862
2000,569,36,14,2,NA,2,36575
2000,570,29,16,1,1,NA,7481
2000,572,40,8,1,1,2,18287
2000,580,25,12,2,1,1,24937
2000,589,35,16,1,NA,2,141038
2000,590,53,12,2,1,2,54862
2000,591,49,12,2,1,NA,44887
2000,592,45,14,1,1,2,44887
2000,594,36,14,2,NA,2,54862
2000,600,48,14,2,NA,2,66500
2000,602,54,8,1,1,2,29925
2000,614,51,12,1,1,NA,66500
2000,618,23,16,1,1,2,NA
2000,619,63,12,1,1,2,NA
2000,628,35,16,1,1,2,29925
2000,637,23,14,2,NA,2,24937
2000,639,62,12,2,NA,NA,24937
2000,640,40,16,2,1,NA,10806
2000,643,53,15,2,1,2,NA
2000,648,24,12,1,1,1,1330
2000,649,27,12,2,NA,1,24937
2000,657,46,12,2,1,2,12468
2000,665,42,12,2,1,NA,21612
2000,669,26,12,2,1,2,29925
2000,671,32,13,2,1,2,66500
2000,677,31,10,2,1,NA,18287
2000,687,30,16,2,1,2,44887
2000,689,57,15,2,2,NA,15793
2000,704,40,17,2,NA,2,1330
2000,707,26,14,1,NA,1,15793
2000,719,27,16,1,NA,1,10806
2000,723,37,16,1,NA,2,36575
2000,724,52,12,2,1,1,18287
2000,727,63,10,1,2,NA,24937
2000,728,79,11,1,1,NA,14131
2000,736,81,11,1,NA,2,7481
2000,737,88,16,2,1,NA,9143
2000,744,20,13,1,1,2,54862
2000,745,65,16,1,2,2,10806
2000,746,53,16,1,1,2,44887
2000,753,32,12,2,1,1,24937
2000,755,56,13,1,NA,2,18287
2000,759,69,12,2,2,NA,7481
2000,764,22,13,1,1,NA,21612
2000,776,47,15,2,1,NA,9143
2000,780,84,14,2,NA,1,29925
2000,781,54,12,2,1,1,5985
2000,782,45,13,2,1,NA,36575
2000,783,73,12,2,1,NA,36575
2000,784,79,12,1,1,NA,36575
2000,785,38,13,1,NA,2,10806
2000,790,30,12,1,NA,2,54862
2000,800,45,17,1,2,NA,NA
2000,807,46,12,2,1,NA,18287
2000,814,68,12,2,1,NA,7481
2000,817,26,16,1,1,1,36575
2000,838,72,14,2,1,1,29925
2000,855,73,16,2,1,1,141038
2000,866,65,NA,2,1,NA,3657
2000,873,31,18,2,NA,2,9143
2000,895,52,18,1,2,NA,29925
2000,896,60,18,2,1,2,44887
2000,897,30,16,2,NA,2,44887
2000,898,60,14,1,2,2,24937
2000,908,58,NA,2,NA,2,NA
2000,909,37,9,2,1,2,7481
2000,910,59,14,2,1,1,4322
2000,922,32,8,1,NA,1,14131
2000,925,49,14,1,NA,1,21612
2000,940,43,19,2,1,2,21612
2000,948,31,9,2,NA,1,15793
2000,954,49,13,1,NA,NA,10806
2000,955,50,12,2,NA,1,2992
2000,956,35,16,2,NA,1,9143
2000,960,35,16,2,1,NA,66500
2000,963,41,16,2,NA,2,NA
2000,971,50,10,1,1,2,333
2000,972,42,12,1,2,NA,12468
2000,982,31,10,2,1,1,2327
2000,991,38,12,2,1,2,29925
2000,992,51,12,2,1,NA,29925
2000,994,27,16,1,1,NA,44887
2000,998,NA,13,2,1,2,NA
2000,1002,42,14,1,1,2,24937
2000,1005,44,14,1,1,NA,54862
2000,1010,41,11,2,1,NA,29925
2000,1012,53,16,1,2,2,29925
2000,1026,42,12,2,1,NA,36575
2000,1032,53,12,1,NA,2,21612
2000,1039,34,16,2,1,1,21612
2000,1048,24,14,2,1,NA,4987
2000,1049,42,9,1,NA,2,9143
2000,1052,46,13,2,1,2,36575
2000,1067,41,9,1,1,2,15793
2000,1079,35,12,2,1,1,54862
2000,1083,36,15,2,1,1,10806
2000,1084,75,12,2,NA,2,9143
2000,1085,63,20,1,2,NA,36575
2000,1090,37,14,2,1,NA,66500
2000,1099,50,15,2,NA,2,54862
2000,1102,27,12,1,1,NA,NA
2000,1107,43,13,1,2,2,18287
2000,1132,61,8,2,1,NA,4987
2000,1134,19,13,1,NA,1,9143
2000,1135,30,14,2,NA,1,NA
2000,1137,24,11,1,1,1,5985
2000,1141,54,16,1,1,NA,24937
2000,1155,46,16,1,1,2,15793
2000,1158,44,14,2,1,2,54862
2000,1159,54,14,1,NA,2,44887
2000,1166,85,12,2,1,2,7481
2000,1170,77,14,2,1,NA,9143
2000,1174,37,14,1,NA,2,21612
2000,1180,37,16,1,NA,2,36575
2000,1182,85,11,2,1,NA,15793
2000,1183,39,18,1,1,NA,29925
2000,1186,56,9,2,2,NA,5985
2000,1187,43,14,1,1,2,NA
2000,1188,26,13,2,NA,2,15793
2000,1192,28,10,1,1,NA,18287
2000,1195,58,11,2,1,1,4987
2000,1208,66,20,2,NA,1,36575
2000,1210,38,16,2,1,2,36575
2000,1223,60,13,2,NA,2,29925
2000,1233,72,14,2,1,NA,NA
2000,1237,41,19,1,1,1,44887
2000,1238,44,12,2,NA,1,15793
2000,1248,49,18,1,1,1,54862
2000,1259,25,12,2,2,NA,29925
2000,1260,66,2,2,2,2,18287
2000,1263,57,16,2,1,NA,36575
2000,1264,84,10,2,NA,2,NA
2000,1276,19,12,2,NA,2,NA
2000,1294,70,12,2,NA,NA,4322
2000,1305,35,10,2,1,2,NA
2000,1311,26,15,2,NA,2,15793
2000,1314,29,12,2,NA,1,18287
2000,1317,40,13,2,1,NA,21612
2000,1318,58,7,2,NA,2,14131
2000,1325,30,19,2,1,NA,21612
2000,1331,32,14,1,1,1,12468
2000,1349,33,18,2,1,1,36575
2000,1354,42,15,1,2,1,NA
2000,1357,29,13,2,1,NA,44887
2000,1359,26,13,1,2,NA,44887
2000,1366,24,16,2,1,2,21612
2000,1372,68,10,2,NA,2,NA
2000,1375,54,12,2,1,2,9143
2000,1378,77,8,2,NA,2,7481
2000,1385,42,12,2,1,NA,10806
2000,1396,44,15,2,NA,2,15793
2000,1404,64,12,1,1,2,66500
2000,1410,24,12,1,NA,NA,24937
2000,1412,36,14,1,1,1,24937
2000,1413,37,15,1,1,NA,44887
2000,1416,35,12,1,1,2,21612
2000,1423,32,12,1,2,NA,29925
2000,1424,38,12,2,NA,1,15793
2000,1425,42,13,2,1,NA,14131
2000,1428,24,12,1,NA,1,44887
2000,1430,50,16,1,NA,1,24937
2000,1433,48,12,2,NA,1,NA
2000,1439,21,12,2,1,NA,44887
2000,1456,36,13,1,1,NA,21612
2000,1467,35,17,2,1,NA,21612
2000,1468,40,12,2,1,1,44887
2000,1474,33,18,1,1,NA,36575
2000,1478,25,16,2,1,NA,36575
2000,1482,22,12,1,NA,1,NA
2000,1493,24,12,2,1,1,14131
2000,1499,67,12,1,1,NA,14131
2000,1504,44,16,2,1,NA,5985
2000,1510,66,14,2,1,2,14131
2000,1512,44,14,2,2,2,NA
2000,1521,33,12,2,NA,2,2327
2000,1522,38,13,2,1,NA,29925
2000,1524,36,17,2,2,NA,24937
2000,1527,34,14,1,1,NA,36575
2000,1534,42,16,2,NA,2,12468
2000,1541,74,14,2,1,2,3657
2000,1542,54,17,2,NA,NA,141038
2000,1546,28,14,1,1,NA,9143
2000,1547,30,16,1,NA,2,18287
2000,1552,31,5,1,1,NA,44887
2000,1557,38,18,1,1,2,54862
2000,1562,41,14,1,1,NA,21612
2000,1568,47,14,2,1,2,12468
2000,1572,49,12,2,1,NA,21612
2000,1574,27,14,2,1,2,10806
2000,1576,52,14,1,1,2,36575
2000,1577,32,16,2,1,NA,29925
2000,1582,53,16,2,1,2,44887
2000,1583,81,12,1,1,2,18287
2000,1589,60,16,1,NA,2,21612
2000,1591,50,12,2,1,1,15793
2000,1594,28,16,1,1,NA,18287
2000,1599,73,12,1,1,2,24937
2000,1600,76,12,2,NA,2,NA
2000,1602,38,10,1,1,2,29925
2000,1608,64,16,1,1,1,24937
2000,1614,33,12,2,1,NA,12468
2000,1618,42,10,1,NA,NA,29925
2000,1631,42,15,2,1,2,36575
2000,1639,39,19,1,NA,2,NA
2000,1642,43,12,2,NA,1,NA
2000,1657,32,9,2,1,NA,12468
2000,1661,38,12,2,1,NA,7481
2000,1668,55,12,1,2,1,15793
2000,1669,27,13,2,NA,1,36575
2000,1670,49,14,1,1,NA,21612
2000,1683,56,13,1,1,NA,66500
2000,1690,65,12,1,NA,1,24937
2000,1691,44,12,2,1,NA,24937
2000,1693,56,14,2,NA,1,21612
2000,1698,56,16,2,2,NA,24937
2000,1702,47,12,1,NA,2,24937
2000,1703,37,14,1,NA,1,21612
2000,1712,46,16,1,NA,2,15793
2000,1726,36,11,2,1,NA,10806
2000,1728,20,13,2,1,2,7481
2000,1731,44,18,1,1,1,12468
2000,1733,29,17,1,1,2,5985
2000,1744,48,11,1,NA,2,10806
2000,1748,48,13,2,1,NA,44887
2000,1749,49,16,2,NA,2,54862
2000,1753,55,8,2,1,NA,7481
2000,1757,42,12,2,1,2,29925
2000,1759,71,8,1,1,2,NA
2000,1762,30,13,1,NA,2,36575
2000,1763,37,14,1,2,2,36575
2000,1765,43,12,2,NA,2,14131
2000,1772,71,12,2,1,2,2992
2000,1773,40,13,2,1,NA,7481
2000,1781,67,16,2,NA,2,9143
2000,1788,22,15,2,1,NA,141038
2000,1795,33,16,1,2,NA,66500
2000,1814,43,14,1,1,NA,66500
2000,1817,52,14,2,1,NA,21612
2000,1824,71,12,2,1,NA,NA
2000,1828,43,12,2,1,NA,12468
2000,1829,33,10,2,1,NA,18287
2000,1835,53,9,1,1,NA,18287
2000,1842,85,NA,2,1,2,NA
2000,1843,45,11,2,1,NA,14131
2000,1853,30,16,1,2,NA,66500
2000,1855,33,16,1,1,1,54862
2000,1856,33,15,2,2,NA,21612
2000,1861,72,16,1,NA,1,54862
2000,1869,28,13,2,NA,2,7481
2000,1871,34,13,2,1,NA,29925
2000,1882,32,14,1,NA,1,24937
2000,1884,67,12,2,2,2,141038
2000,1890,36,16,1,2,NA,141038
2000,1893,22,10,1,NA,2,36575
2000,1899,29,16,1,NA,2,21612
2000,1906,20,12,1,1,1,7481
2000,1916,42,20,1,NA,2,18287
2000,1921,45,14,2,1,NA,29925
2000,1923,48,16,1,NA,2,44887
2000,1924,30,17,2,NA,2,36575
2000,1930,80,12,1,NA,2,333
2000,1945,66,20,2,NA,2,44887
2000,1948,51,18,2,2,NA,36575
2000,1950,71,14,1,1,2,18287
2000,1960,26,12,2,1,NA,44887
2000,1961,23,14,2,1,2,15793
2000,1970,38,10,2,1,NA,NA
2000,1971,37,17,2,1,2,24937
2000,1977,86,14,2,NA,NA,7481
2000,1978,53,13,1,2,NA,10806
2000,1980,31,12,1,1,NA,36575
2000,1981,27,12,2,1,2,14131
2000,1984,74,2,1,NA,2,9143
2000,1985,66,8,2,1,NA,15793
2000,1988,NA,14,1,NA,2,29925
2000,1996,30,12,2,1,NA,21612
2000,1998,38,16,2,1,1,66500
2000,2005,64,17,2,1,2,44887
2000,2010,44,12,2,1,NA,29925
2000,2018,78,16,2,NA,2,5985
2000,2022,63,10,1,1,1,7481
2000,2027,56,12,2,NA,2,66500
2000,2029,30,14,2,1,1,NA
2000,2032,53,16,1,1,NA,54862
2000,2034,32,19,1,NA,1,141038
2000,2038,34,16,1,NA,2,66500
2000,2049,49,12,1,2,NA,15793
2000,2051,33,13,1,NA,2,18287
2000,2058,44,18,1,1,NA,44887
2000,2063,55,16,1,2,1,141038
2000,2067,38,20,1,1,NA,36575
2000,2068,35,20,1,NA,2,21612
2000,2070,39,16,1,NA,1,141038
2000,2071,63,15,2,NA,2,21612
2000,2082,48,14,2,1,2,36575
2000,2087,85,20,1,1,2,54862
2000,2088,50,12,2,1,NA,NA
2000,2098,31,12,1,NA,2,24937
2000,2100,47,11,2,2,2,2327
2000,2101,67,8,2,NA,1,4987
2000,2106,59,10,2,NA,NA,NA
2000,2107,50,11,1,1,2,10806
2000,2113,49,15,2,1,1,12468
2000,2120,44,12,2,1,1,15793
2000,2128,42,15,2,1,1,29925
2000,2138,68,17,1,2,NA,18287
2000,2139,64,12,1,NA,2,24937
2000,2140,36,12,2,1,2,18287
2000,2149,76,13,2,1,2,9143
2000,2156,45,13,1,2,NA,4987
2000,2166,39,16,2,1,1,66500
2000,2167,22,13,2,2,NA,44887
2000,2170,27,12,1,1,1,44887
2000,2173,50,12,2,1,NA,5985
2000,2179,31,12,2,NA,2,18287
2000,2181,25,15,1,2,NA,54862
2000,2186,64,13,2,1,NA,NA
2000,2202,20,10,2,NA,1,333
2000,2207,32,11,1,1,NA,24937
2000,2208,45,16,2,1,1,36575
2000,2211,49,20,1,1,NA,66500
2000,2215,79,11,2,2,NA,12468
2000,2220,24,12,1,1,NA,15793
2000,2224,82,12,2,NA,NA,24937
2000,2227,19,12,2,1,2,10806
2000,2228,36,13,1,NA,2,36575
2000,2231,75,13,2,NA,1,21612
2000,2237,45,12,1,NA,2,66500
2000,2240,81,13,2,1,1,10806
2000,2259,72,8,1,1,2,NA
2000,2260,75,11,2,1,NA,24937
2000,2263,68,8,1,1,NA,4322
2000,2264,46,11,1,1,NA,15793
2000,2266,40,17,1,NA,2,18287
2000,2268,72,12,2,1,2,10806
2000,2269,43,12,2,1,2,54862
2000,2272,21,15,2,1,NA,24937
2000,2274,38,16,2,1,NA,54862
2000,2280,62,14,2,1,2,9143
2000,2312,44,12,1,1,NA,7481
2000,2326,73,14,2,1,2,9143
2000,2330,22,12,2,NA,2,NA
2000,2331,49,8,2,1,NA,5985
2000,2333,43,9,2,NA,2,2327
2000,2334,47,9,2,1,NA,4322
2000,2336,43,9,2,NA,2,7481
2000,2341,58,6,1,1,NA,4322
2000,2344,66,14,2,1,NA,NA
2000,2354,36,13,2,1,1,15793
2000,2355,69,8,1,1,1,24937
2000,2361,77,11,2,1,NA,3657
2000,2363,34,16,2,1,2,44887
2000,2365,32,16,2,NA,2,66500
2000,2373,65,12,2,1,NA,21612
2000,2376,78,8,1,1,NA,14131
2000,2382,55,12,1,1,2,36575
2000,2383,40,20,1,1,2,44887
2000,2387,43,15,1,NA,1,44887
2000,2394,42,16,1,2,NA,NA
2000,2397,74,8,2,NA,2,5985
2000,2403,22,14,2,NA,2,4987
2000,2406,27,10,1,1,NA,29925
2000,2413,48,12,2,2,2,14131
2000,2427,56,12,1,1,2,29925
2000,2430,44,15,1,2,2,36575
2000,2437,69,10,2,NA,2,10806
2000,2450,73,12,2,NA,2,NA
2000,2451,34,16,2,1,1,18287
2000,2452,86,16,2,NA,2,12468
2000,2455,43,16,2,2,NA,21612
2000,2460,40,13,2,NA,2,24937
2000,2464,59,12,1,1,1,21612
2000,2467,50,16,1,NA,2,24937
2000,2472,24,15,2,NA,2,14131
2000,2487,54,13,2,NA,2,10806
2000,2488,49,17,1,2,1,141038
2000,2500,38,16,1,NA,2,141038
2000,2504,31,14,2,1,NA,7481
2000,2505,31,12,1,NA,2,36575
2000,2517,61,12,1,1,NA,NA
2000,2529,33,13,1,1,NA,29925
2000,2533,57,11,2,1,2,9143
2000,2542,52,12,2,NA,1,44887
2000,2545,46,12,1,1,1,9143
2000,2552,49,13,2,1,NA,10806
2000,2555,45,12,1,NA,2,14131
2000,2557,40,12,2,NA,1,24937
2000,2559,28,16,1,NA,2,14131
2000,2561,28,15,1,1,NA,12468
2000,2567,49,14,2,NA,NA,21612
2000,2572,21,14,1,2,2,10806
2000,2587,33,14,2,NA,1,3657
2000,2588,76,7,1,1,2,4987
2000,2597,61,8,2,1,NA,NA
2000,2600,70,12,2,1,NA,10806
2000,2608,45,16,1,1,2,66500
2000,2615,40,13,2,1,1,7481
2000,2618,40,12,1,NA,1,29925
2000,2621,68,16,2,1,NA,NA
2000,2622,21,11,2,1,1,24937
2000,2625,85,14,1,2,2,18287
2000,2630,38,12,1,NA,1,29925
2000,2635,85,12,2,1,NA,18287
2000,2651,32,11,2,NA,1,18287
2000,2652,37,16,2,NA,1,14131
2000,2653,87,8,2,NA,NA,NA
2000,2655,42,12,1,1,NA,14131
2000,2656,54,10,1,NA,2,9143
2000,2659,30,12,1,1,1,21612
2000,2664,33,12,1,2,NA,24937
2000,2667,79,12,1,1,2,24937
2000,2673,66,7,2,NA,2,18287
2000,2674,31,14,2,1,NA,24937
2000,2686,82,8,2,1,2,29925
2000,2688,68,17,2,1,NA,12468
2000,2697,85,6,2,1,2,4322
2000,2699,28,12,2,1,2,2327
2000,2714,43,12,2,1,2,44887
2000,2715,28,13,2,NA,NA,24937
2000,2718,40,14,1,NA,2,36575
2000,2721,39,14,2,NA,2,44887
2000,2722,19,12,1,NA,1,54862
2000,2727,50,13,2,1,2,54862
2000,2734,36,12,1,NA,1,66500
2000,2736,39,16,1,2,NA,44887
2000,2738,35,12,1,NA,2,21612
2000,2744,46,11,1,NA,2,3657
2000,2746,72,13,1,1,NA,24937
2000,2748,31,15,2,NA,2,NA
2000,2749,58,17,1,2,1,36575
2000,2752,52,10,2,NA,2,29925
2000,2758,21,14,2,1,2,54862
2000,2759,72,10,2,NA,2,10806
2000,2766,30,20,1,1,1,29925
2000,2771,78,11,2,1,NA,9143
2000,2774,23,14,2,1,1,2327
2000,2779,53,18,1,1,1,141038
2000,2780,39,16,2,NA,2,44887
2000,2781,29,17,1,NA,2,18287
2000,2783,58,16,2,1,1,10806
2000,2788,22,15,2,1,NA,NA
2000,2794,81,5,1,1,2,NA
2000,2795,75,9,2,2,2,NA
2000,2796,70,7,1,NA,2,NA
2000,2802,52,12,1,2,1,18287
2000,2803,41,12,2,2,2,15793
2000,2804,43,12,2,NA,2,36575
2002,5,37,7,1,NA,NA,28156.5
2002,6,47,12,1,2,NA,62570
2002,13,49,18,1,NA,NA,62570
2002,17,51,12,2,1,NA,312.85
2002,20,28,15,1,NA,NA,17206.75
2002,31,52,14,2,NA,NA,42234.75
2002,35,55,16,1,NA,NA,13296.125
2002,38,51,20,2,2,NA,42234.75
2002,40,56,13,1,NA,NA,28156.5
2002,44,31,14,2,NA,NA,23463.75
2002,45,50,13,2,NA,NA,42234.75
2002,52,69,15,1,NA,2,42234.75
2002,53,53,13,1,2,1,11731.875
2002,62,27,14,2,NA,NA,23463.75
2002,65,62,8,1,1,2,8603.375
2002,69,78,9,1,NA,NA,4067.05
2002,76,77,13,1,1,NA,28156.5
2002,85,78,12,2,1,2,17206.75
2002,87,70,18,2,NA,NA,8603.375
2002,96,53,17,2,1,NA,42234.75
2002,102,56,13,2,NA,NA,NA
2002,104,52,13,2,NA,NA,34413.5
2002,115,78,15,2,NA,NA,10167.625
2002,121,76,11,2,1,2,7039.125
2002,125,71,2,2,NA,2,5631.3
2002,131,35,20,1,NA,NA,137237.765589
2002,132,31,16,2,NA,NA,42234.75
2002,136,44,14,2,1,NA,42234.75
2002,139,57,15,1,NA,2,62570
2002,142,41,12,1,NA,NA,23463.75
2002,144,79,12,2,NA,NA,34413.5
2002,146,63,12,2,NA,NA,34413.5
2002,162,34,15,1,NA,NA,51620.25
2002,165,71,15,1,1,2,8603.375
2002,170,63,16,1,1,2,51620.25
2002,171,48,12,2,NA,NA,NA
2002,175,36,12,2,NA,1,51620.25
2002,180,53,20,2,NA,2,137237.765589
2002,182,45,14,1,1,NA,28156.5
2002,187,NA,12,2,NA,1,2815.65
2002,191,48,14,2,1,NA,8603.375
2002,198,35,13,1,NA,NA,34413.5
2002,199,18,14,1,NA,NA,62570
2002,201,23,2,2,NA,NA,14860.375
2002,215,46,14,2,NA,NA,28156.5
2002,223,40,12,1,1,1,20335.25
2002,230,33,14,2,NA,NA,13296.125
2002,234,76,12,2,NA,NA,42234.75
2002,239,24,12,2,NA,1,34413.5
2002,242,32,13,1,1,2,137237.765589
2002,248,50,14,2,1,NA,7039.125
2002,256,42,14,1,NA,1,137237.765589
2002,257,25,16,2,1,1,8603.375
2002,263,26,12,2,NA,NA,3441.3500000000004
2002,264,68,5,2,NA,NA,7039.125
2002,266,35,13,2,1,NA,11731.875
2002,267,26,16,2,NA,2,4692.75
2002,271,31,12,2,NA,NA,8603.375
2002,276,56,18,2,1,2,137237.765589
2002,280,62,11,1,2,2,137237.765589
2002,281,43,12,2,NA,2,62570
2002,289,48,17,2,NA,NA,51620.25
2002,290,48,6,2,NA,2,51620.25
2002,292,29,13,1,NA,NA,51620.25
2002,293,26,15,1,NA,NA,23463.75
2002,294,76,15,1,1,NA,14860.375
2002,296,63,18,1,2,2,137237.765589
2002,298,41,13,2,NA,NA,20335.25
2002,299,29,14,1,1,NA,62570
2002,306,37,12,1,NA,NA,42234.75
2002,310,44,12,2,NA,NA,34413.5
2002,318,75,12,2,NA,2,28156.5
2002,320,51,17,1,NA,1,137237.765589
2002,325,27,12,2,NA,2,34413.5
2002,328,74,12,2,NA,NA,7039.125
2002,330,33,16,1,NA,NA,34413.5
2002,332,26,15,1,1,NA,62570
2002,338,33,16,1,1,1,137237.765589
2002,340,65,19,1,NA,2,137237.765589
2002,342,28,11,2,NA,NA,34413.5
2002,344,32,16,2,NA,1,51620.25
2002,352,49,9,2,1,1,20335.25
2002,354,37,14,2,NA,2,17206.75
2002,358,26,12,2,1,NA,17206.75
2002,365,47,14,2,2,NA,137237.765589
2002,369,75,17,1,1,NA,28156.5
2002,376,23,16,2,NA,NA,14860.375
2002,379,21,14,1,NA,NA,10167.625
2002,381,23,12,2,NA,1,NA
2002,383,89,14,2,NA,NA,17206.75
2002,386,46,12,2,1,NA,28156.5
2002,405,49,12,2,1,NA,14860.375
2002,417,32,16,1,1,2,42234.75
2002,432,31,16,2,NA,1,137237.765589
2002,433,26,16,1,1,2,NA
2002,437,60,19,1,1,1,28156.5
2002,446,56,14,2,NA,NA,NA
2002,447,55,6,2,NA,NA,8603.375
2002,449,47,20,2,NA,2,137237.765589
